Transactionid,EMI Amt. (Rs.),Date,LID,Applicant Name,Repayment Type,AMOUNT RECEIVED,CF Amount,AMOUNT TO BE CF,Total Amount Due,STATUS,REMARKS
LOAN0258844349,761,2021-06-23,#REF!,#REF!,#REF!,,,0.00,761,,
LOAN0258544348,671,2021-06-23,#REF!,#REF!,#REF!,,,0.00,671,,
LOAN0258944349,380,2021-06-23,#REF!,#REF!,#REF!,,,0.00,380,,
LOAN0259344350,616,2021-06-23,#REF!,#REF!,#REF!,,,0.00,616,,
LOAN0259444351,803,2021-06-23,#REF!,#REF!,#REF!,,-803,0.00,0,,
LOAN0259944351,759,2021-06-23,#REF!,#REF!,#REF!,,,0.00,759,,
LOAN0260844352,615,2021-06-23,#REF!,#REF!,#REF!,,,0.00,615,,
LOAN0252644354,806,2021-06-23,#REF!,#REF!,#REF!,,,0.00,806,,
LOAN0261444354,806,2021-06-23,#REF!,#REF!,#REF!,,,0.00,806,,
LOAN0261844354,706,2021-06-23,#REF!,#REF!,#REF!,,,0.00,706,,
LOAN0261944354,526,2021-06-23,#REF!,#REF!,#REF!,,,0.00,526,,
LOAN0262044354,1008,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1008,,
LOAN0260944354,806,2021-06-23,#REF!,#REF!,#REF!,,,0.00,806,,
LOAN0261144354,610,2021-06-23,#REF!,#REF!,#REF!,,,0.00,610,,
LOAN0259844351,455,2021-06-23,#REF!,#REF!,#REF!,,,0.00,455,,
LOAN0260044351,803,2021-06-23,#REF!,#REF!,#REF!,,,0.00,803,,
LOAN0260444352,802,2021-06-23,#REF!,#REF!,#REF!,,,0.00,802,,
LOAN0262344355,609,2021-06-23,#REF!,#REF!,#REF!,,,0.00,609,,
LOAN0259744354,610,2021-06-23,#REF!,#REF!,#REF!,,,0.00,610,,
LOAN0260344354,672,2021-06-23,#REF!,#REF!,#REF!,,,0.00,672,,
LOAN0262144356,761,2021-06-23,#REF!,#REF!,#REF!,,,0.00,761,,
LOAN0262244356,761,2021-06-23,#REF!,#REF!,#REF!,,,0.00,761,,
LOAN0262944356,805,2021-06-23,#REF!,#REF!,#REF!,,,0.00,805,,
LOAN0263144356,609,2021-06-23,#REF!,#REF!,#REF!,,,0.00,609,,
LOAN0263744356,1006,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1006,,
LOAN0264044356,609,2021-06-23,#REF!,#REF!,#REF!,,,0.00,609,,
LOAN0262444357,532,2021-06-23,#REF!,#REF!,#REF!,,,0.00,532,,
LOAN0262644357,760,2021-06-23,#REF!,#REF!,#REF!,,,0.00,760,,
LOAN0263344357,760,2021-06-23,#REF!,#REF!,#REF!,,,0.00,760,,
LOAN0263544357,670,2021-06-23,#REF!,#REF!,#REF!,,,0.00,670,,
LOAN0264344357,608,2021-06-23,#REF!,#REF!,#REF!,,,0.00,608,,
LOAN0264544357,528,2021-06-23,#REF!,#REF!,#REF!,,,0.00,528,,
LOAN0264944357,440,2021-06-23,#REF!,#REF!,#REF!,,,0.00,440,,
LOAN0265044357,912,2021-06-23,#REF!,#REF!,#REF!,,,0.00,912,,
LOAN0265144357,1088,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1088,,
LOAN0265244357,760,2021-06-23,#REF!,#REF!,#REF!,,,0.00,760,,
LOAN0265344357,524,2021-06-23,#REF!,#REF!,#REF!,,,0.00,524,,
LOAN0265644357,760,2021-06-23,#REF!,#REF!,#REF!,,,0.00,760,,
LOAN0265844357,760,2021-06-23,#REF!,#REF!,#REF!,,,0.00,760,,
LOAN0266244357,912,2021-06-23,#REF!,#REF!,#REF!,,,0.00,912,,
LOAN0266844357,792,2021-06-23,#REF!,#REF!,#REF!,,,0.00,792,,
LOAN0267344357,760,2021-06-23,#REF!,#REF!,#REF!,,,0.00,760,,
LOAN0267644357,1080,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1080,,
LOAN0265744358,911,2021-06-23,#REF!,#REF!,#REF!,,,0.00,911,,
LOAN0267244358,524,2021-06-23,#REF!,#REF!,#REF!,,,0.00,524,,
LOAN0267844358,911,2021-06-23,#REF!,#REF!,#REF!,,,0.00,911,,
LOAN0267944358,911,2021-06-23,#REF!,#REF!,#REF!,,,0.00,911,,
LOAN0268044358,879,2021-06-23,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0269144358,390,2021-06-23,#REF!,#REF!,#REF!,,,0.00,390,,
LOAN0269544358,1055,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1055,,
LOAN0269644358,352,2021-06-23,#REF!,#REF!,#REF!,,,0.00,352,,
LOAN0265544357,524,2021-06-23,#REF!,#REF!,#REF!,,,0.00,524,,
LOAN0267144357,912,2021-06-23,#REF!,#REF!,#REF!,,,0.00,912,,
LOAN0262844357,804,2021-06-23,#REF!,#REF!,#REF!,,,0.00,804,,
LOAN0268944358,1004,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1004,,
LOAN0263844356,1006,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1006,,
LOAN0264744356,1006,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1006,,
LOAN0266044358,911,2021-06-23,#REF!,#REF!,#REF!,,,0.00,911,,
LOAN0266944357,760,2021-06-23,#REF!,#REF!,#REF!,,,0.00,760,,
LOAN0267444358,628,2021-06-23,#REF!,#REF!,#REF!,,,0.00,628,,
LOAN0266644359,1003,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1003,,
LOAN0268544359,703,2021-06-23,#REF!,#REF!,#REF!,,,0.00,703,,
LOAN0269944359,418,2021-06-23,#REF!,#REF!,#REF!,,,0.00,418,,
LOAN0270044359,878,2021-06-23,#REF!,#REF!,#REF!,,,0.00,878,,
LOAN0270444359,910,2021-06-23,#REF!,#REF!,#REF!,,,0.00,910,,
LOAN0271544359,439,2021-06-23,#REF!,#REF!,#REF!,,,0.00,439,,
LOAN0271644359,1077,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1077,,
LOAN0272244359,703,2021-06-23,#REF!,#REF!,#REF!,,,0.00,703,,
LOAN0264744356,1006,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1006,,
LOAN0269444359,878,2021-06-23,#REF!,#REF!,#REF!,,,0.00,878,,
LOAN0271444359,439,2021-06-23,#REF!,#REF!,#REF!,,,0.00,439,,
LOAN0265944359,523,2021-06-23,#REF!,#REF!,#REF!,,,0.00,523,,
LOAN0266444359,758,2021-06-23,#REF!,#REF!,#REF!,,,0.00,758,,
LOAN0269344359,878,2021-06-23,#REF!,#REF!,#REF!,,,0.00,878,,
LOAN0270944359,1077,2021-06-23,#REF!,#REF!,#REF!,,,0.00,1077,,
LOAN0272644359,389,2021-06-23,#REF!,#REF!,#REF!,,,0.00,389,,
LOAN0236644328,884,2021-06-26,#REF!,#REF!,#REF!,,,0.00,884,,
LOAP0268544319,2334,2021-06-27,#REF!,#REF!,#REF!,,,0.00,2334,,
LOAP0291844326,3397,2021-06-27,#REF!,#REF!,#REF!,,,0.00,3397,,
LOAP0292244326,3065,2021-06-27,#REF!,#REF!,#REF!,,,0.00,3065,,
LOAP0307444345,2554,2021-06-27,#REF!,#REF!,#REF!,,,0.00,2554,,
LOAP0313644356,708,2021-06-27,#REF!,#REF!,#REF!,,,0.00,708,,
LOAP0274644310,1836,2021-06-28,#REF!,#REF!,#REF!,,,0.00,1836,,
LOAP0281644315,3661,2021-06-28,#REF!,#REF!,#REF!,,3661,0.00,7322,,
LOAP0285844320,1730,2021-06-28,#REF!,#REF!,#REF!,,,0.00,1730,,
LOAP0289144322,3397,2021-06-28,#REF!,#REF!,#REF!,,,0.00,3397,,
LOAP0286544322,2334,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2334,,
LOAP0272244327,2197,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2197,,
LOAP0293844327,811,2021-06-28,#REF!,#REF!,#REF!,,,0.00,811,,
LOAP0298344330,2412,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2412,,
LOAP0299344330,1296,2021-06-28,#REF!,#REF!,#REF!,,,0.00,1296,,
LOAP0299444330,2871,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2871,,
LOAP0299944330,1814,2021-06-28,#REF!,#REF!,#REF!,,,0.00,1814,,
LOAP0297144330,1166,2021-06-28,#REF!,#REF!,#REF!,,,0.00,1166,,
LOAP0279344334,2033,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2033,,
LOAP0287844333,2689,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2689,,
LOAP0302444337,2680,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2680,,
LOAP0301744338,2219,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2219,,
LOAP0250544340,1925,2021-06-28,#REF!,#REF!,#REF!,,,0.00,1925,,
LOAP0304444341,4341,2021-06-28,#REF!,#REF!,#REF!,,,0.00,4341,,
LOAP0304744341,3907,2021-06-28,#REF!,#REF!,#REF!,,,0.00,3907,,
LOAP0305044341,2671,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2671,,
LOAP0309044349,2379,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2379,,
LOAP0309544349,2163,2021-06-28,#REF!,#REF!,#REF!,,,0.00,2163,,
LOAP0264144307,1140,2021-06-29,#REF!,#REF!,#REF!,,1140,0.00,2280,,
LOAP0266444309,1706,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1706,,
LOAP0267844309,2807,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2807,,
LOAP0271544309,2174,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2174,,
LOAP0272044310,3674,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3674,,
LOAP0274844310,1929,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1929,,
LOAP0262144307,1282,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1282,,
LOAP0263244307,1140,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1140,,
LOAP0269744313,2557,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2557,,
LOAP0279044313,2336,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2336,,
LOAP0280044314,2684,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2684,,
LOAP0286144320,2800,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2800,,
LOAP0287444320,2299,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2299,,
LOAP0234344322,849,2021-06-29,#REF!,#REF!,#REF!,,,0.00,849,,
LOAP0290744323,1277,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1277,,
LOAP0293344326,3661,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3661,,
LOAP0221744327,2041,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2041,,
LOAP0294244327,2601,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2601,,
LOAP0295244328,1008,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1008,,
LOAP0295144329,1771,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1771,,
LOAP0296944328,2375,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2375,,
LOAP0295044329,2479,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2479,,
LOAP0297544330,1945,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1945,,
LOAP0298644330,1006,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1006,,
LOAP0301044333,3719,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3719,,
LOAP0297844333,1146,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1146,,
LOAP0301644337,2354,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2354,,
LOAP0301844337,3213,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3213,,
LOAP0302844337,3864,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3864,,
LOAP0301344337,1962,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1962,,
LOAP0248644338,2387,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2387,,
LOAP0302244338,2178,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2178,,
LOAP0302744338,2170,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2170,,
LOAP0302644340,712,2021-06-29,#REF!,#REF!,#REF!,,,0.00,712,,
LOAP0304144341,2566,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2566,,
LOAP0304244341,2673,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2673,,
LOAP0305844342,3205,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3205,,
LOAP0306544344,2133,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2133,,
LOAP0306944344,993,2021-06-29,#REF!,#REF!,#REF!,,,0.00,993,,
LOAP0307044344,3011,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3011,,
LOAP0307144344,1418,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1418,,
LOAP0307244345,2407,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2407,,
LOAP0305744345,2165,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2165,,
LOAP0308044348,2662,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2662,,
LOAP0309144349,3993,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3993,,
LOAP0308944349,2547,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2547,,
LOAP0309344350,1405,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1405,,
LOAP0310244351,3707,2021-06-29,#REF!,#REF!,#REF!,,,0.00,3707,,
LOAP0310444351,2013,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2013,,
LOAP0310944351,2584,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2584,,
LOAP0311844352,2046,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2046,,
LOAP0311444354,1533,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1533,,
LOAP0312944356,4087,2021-06-29,#REF!,#REF!,#REF!,,,0.00,4087,,
LOAP0313544356,956,2021-06-29,#REF!,#REF!,#REF!,,,0.00,956,,
LOAP0313944356,2013,2021-06-29,#REF!,#REF!,#REF!,,,0.00,2013,,
LOAP0313744357,1533,2021-06-29,#REF!,#REF!,#REF!,,,0.00,1533,,
LOAN0228644306,1090,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1090,,
LOAP0267944309,1522,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1522,,
LOAP0269244309,3680,2021-06-30,#REF!,#REF!,#REF!,,,0.00,3680,,
LOAP0270444309,1053,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1053,,
LOAP0271144309,1087,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1087,,
LOAP0271244309,2408,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2408,,
LOAP0260744310,1754,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1754,,
LOAP0273044310,2758,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2758,,
LOAP0273344310,2673,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2673,,
LOAP0273944310,1540,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1540,,
LOAN0229144310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0229244310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0229344310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0229444310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0230244310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0230644310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0230744310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0230844310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0231144310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0231344310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0231444310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0231744310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0231844310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0232044310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0232644310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0232744310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0233044310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0233144310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0234044310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0234344310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAN0235144310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAN0235344310,419,2021-06-30,#REF!,#REF!,#REF!,,,0.00,419,,
LOAP0275644312,2669,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2669,,
LOAP0270744312,2562,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2562,,
LOAN0234144310,299,2021-06-30,#REF!,#REF!,#REF!,,,0.00,299,,
LOAP0278444313,2133,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2133,,
LOAP0276844313,1079,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1079,,
LOAN0229044313,421,2021-06-30,#REF!,#REF!,#REF!,,,0.00,421,,
LOAN0235244313,301,2021-06-30,#REF!,#REF!,#REF!,,,0.00,301,,
LOAN0234844313,421,2021-06-30,#REF!,#REF!,#REF!,,,0.00,421,,
LOAN0234944313,301,2021-06-30,#REF!,#REF!,#REF!,,,0.00,301,,
LOAP0231444314,2336,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2336,,
LOAP0280544314,3247,2021-06-30,#REF!,#REF!,#REF!,,,0.00,3247,,
LOAN0235644314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0235744314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0236344314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0237844314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0238544314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0238944314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0239644314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0239744314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0240144314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0236044314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0236744314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0236944314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0232344313,301,2021-06-30,#REF!,#REF!,#REF!,,,0.00,301,,
LOAN0237444314,881,2021-06-30,#REF!,#REF!,#REF!,,,0.00,881,,
LOAN0237644316,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0239944316,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0240044316,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0240244316,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0237344316,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0231044316,615,2021-06-30,#REF!,#REF!,#REF!,,,0.00,615,,
LOAN0241944316,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAP0224644319,3984,2021-06-30,#REF!,#REF!,#REF!,,,0.00,3984,,
LOAP0231344319,2369,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2369,,
LOAP0247344319,4667,2021-06-30,#REF!,#REF!,#REF!,,,0.00,4667,,
LOAP0255644319,4201,2021-06-30,#REF!,#REF!,#REF!,,,0.00,4201,,
LOAP0283244319,2805,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2805,,
LOAP0283744319,2584,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2584,,
LOAP0263144319,1730,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1730,,
LOAP0284244319,4667,2021-06-30,#REF!,#REF!,#REF!,,,0.00,4667,,
LOAP0284344319,2584,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2584,,
LOAP0284544319,4307,2021-06-30,#REF!,#REF!,#REF!,,,0.00,4307,,
LOAN0237744319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0238044319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0238344319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0237144319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0234744319,421,2021-06-30,#REF!,#REF!,#REF!,,,0.00,421,,
LOAN0241244319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0241544319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0241744319,582,2021-06-30,#REF!,#REF!,#REF!,,,0.00,582,,
LOAN0242244319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAP0278744320,2130,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2130,,
LOAP0286244320,1830,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1830,,
LOAP0282844319,4092,2021-06-30,#REF!,#REF!,#REF!,,,0.00,4092,,
LOAN0244844320,1007,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1007,,
LOAN0245144320,1007,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1007,,
LOAN0245644320,1007,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1007,,
LOAN0239444319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0240444319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0240544319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0238744319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0233444319,526,2021-06-30,#REF!,#REF!,#REF!,,,0.00,526,,
LOAN0240844319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0242444319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0242544319,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0233244319,421,2021-06-30,#REF!,#REF!,#REF!,,,0.00,421,,
LOAN0244144320,931,2021-06-30,#REF!,#REF!,#REF!,,,0.00,931,,
LOAN0244544320,582,2021-06-30,#REF!,#REF!,#REF!,,,0.00,582,,
LOAP0288944322,3267,2021-06-30,#REF!,#REF!,#REF!,,,0.00,3267,,
LOAP0289644322,4307,2021-06-30,#REF!,#REF!,#REF!,,,0.00,4307,,
LOAP0290144322,2130,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2130,,
LOAN0236544322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0238244322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0242844322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0241144322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0241844322,580,2021-06-30,#REF!,#REF!,#REF!,,,0.00,580,,
LOAN0242044322,616,2021-06-30,#REF!,#REF!,#REF!,,,0.00,616,,
LOAN0242644322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0242744322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0243644322,580,2021-06-30,#REF!,#REF!,#REF!,,,0.00,580,,
LOAN0244044322,580,2021-06-30,#REF!,#REF!,#REF!,,,0.00,580,,
LOAN0244244322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0244444322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0245344322,580,2021-06-30,#REF!,#REF!,#REF!,,,0.00,580,,
LOAN0247644322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0247744322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0245844322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0246944322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAN0247344322,880,2021-06-30,#REF!,#REF!,#REF!,,,0.00,880,,
LOAP0289544322,2554,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2554,,
LOAP0253544322,3065,2021-06-30,#REF!,#REF!,#REF!,,,0.00,3065,,
LOAN0235944323,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0239144323,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0242944323,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0245944323,1004,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1004,,
LOAN0246344323,524,2021-06-30,#REF!,#REF!,#REF!,,,0.00,524,,
LOAN0246644323,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0246744323,1004,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1004,,
LOAN0246844323,879,2021-06-30,#REF!,#REF!,#REF!,,,0.00,879,,
LOAN0247044323,703,2021-06-30,#REF!,#REF!,#REF!,,,0.00,703,,
LOAN0246544326,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0248344326,610,2021-06-30,#REF!,#REF!,#REF!,,,0.00,610,,
LOAN0248644326,762,2021-06-30,#REF!,#REF!,#REF!,,,0.00,762,,
LOAN0249044326,762,2021-06-30,#REF!,#REF!,#REF!,,,0.00,762,,
LOAN0246144326,736,2021-06-30,#REF!,#REF!,#REF!,,,0.00,736,,
LOAN0246444326,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0220644326,654,2021-06-30,#REF!,#REF!,#REF!,,,0.00,654,,
LOAN0244344326,1008,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1008,,
LOAP0292644326,2076,2021-06-30,#REF!,#REF!,#REF!,,,0.00,2076,,
LOAP0293544326,1132,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1132,,
LOAN0248044327,882,2021-06-30,#REF!,#REF!,#REF!,,,0.00,882,,
LOAN0249144327,525,2021-06-30,#REF!,#REF!,#REF!,,,0.00,525,,
LOAN0249444327,762,2021-06-30,#REF!,#REF!,#REF!,,,0.00,762,,
LOAN0245744326,883,2021-06-30,#REF!,#REF!,#REF!,,,0.00,883,,
LOAN0248144326,1008,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1008,,
LOAN0246244326,526,2021-06-30,#REF!,#REF!,#REF!,,,0.00,526,,
LOAN0248744327,525,2021-06-30,#REF!,#REF!,#REF!,,,0.00,525,,
LOAN0248844327,1007,2021-06-30,#REF!,#REF!,#REF!,,,0.00,1007,,
LOAN0249244327,706,2021-06-30,#REF!,#REF!,#REF!,,,0.00,706,,
LOAN0248944327,706,2021-06-30,#REF!,#REF!,#REF!,,,0.00,706,,
LOAN0249744328,805,2021-06-30,#REF!,#REF!,#REF!,,,0.00,805,,
LOAN0248444328,761,2021-06-30,#REF!,#REF!,#REF!,,,0.00,761,,
LOAN0249944328,705,2021-06-30,#REF!,#REF!,#REF!,,,0.00,705,,
LOAN0249344328,805,2021-06-30,#REF!,#REF!,#REF!,,,0.00,805,,
LOAN0250044330,759,2021-06-30,#REF!,#REF!,#REF!,,,0.00,759,,
